date,Suhu rata-rata,Suhu maksimum,Suhu minimum,Kelembapan udara,Kecepatan angin,kecamatan
2/18/2025,26.62,28.71,24.93,86.14,1.67,Syamtalira Bayu
2/19/2025,26.62,29,24.53,81.07,1.37,Syamtalira Bayu
2/20/2025,27.37,30.38,24.55,77.08,1.3,Syamtalira Bayu
2/21/2025,26.55,29.26,25.01,82.35,1.13,Syamtalira Bayu
2/22/2025,26.81,29.29,24.64,81.26,1.34,Syamtalira Bayu
2/23/2025,26.58,28.63,24.85,84.04,1.26,Syamtalira Bayu
2/24/2025,26.69,29.59,24.9,82.31,1.52,Syamtalira Bayu
2/25/2025,25.89,26.68,24.75,91.05,2.9,Syamtalira Bayu
2/26/2025,26.19,27.71,25.39,90.25,2.65,Syamtalira Bayu
2/27/2025,25.86,27.55,24.8,87.1,1.96,Syamtalira Bayu
2/28/2025,26.82,29.6,25,86.02,2.12,Syamtalira Bayu
3/1/2025,26.86,28.49,25.62,87.05,1.72,Syamtalira Bayu
3/2/2025,27.44,30.35,25.19,81.04,1.11,Syamtalira Bayu
3/3/2025,27.3,30.6,24.17,82.73,1.66,Syamtalira Bayu
3/4/2025,27.32,30.15,25.08,84,2.24,Syamtalira Bayu
3/5/2025,27.25,30.01,25.13,85.96,3.16,Syamtalira Bayu
3/6/2025,26.99,28.96,25.37,87.01,2.36,Syamtalira Bayu
3/7/2025,28.11,30.55,26.21,84.2,1.14,Syamtalira Bayu
3/8/2025,27.61,28.63,26.62,90.86,2.36,Syamtalira Bayu
3/9/2025,27.37,28.8,26.38,91.8,3.11,Syamtalira Bayu
3/10/2025,27.11,28.84,25.63,88.85,2.16,Syamtalira Bayu
3/11/2025,26.84,28.4,25.41,85.1,1.27,Syamtalira Bayu
3/12/2025,27.22,28.95,25.7,83.91,1.27,Syamtalira Bayu
3/13/2025,26.93,28.58,25.7,86.15,1.21,Syamtalira Bayu
3/14/2025,26.94,28.76,25.21,83.91,1.25,Syamtalira Bayu
3/15/2025,27.38,30.79,25.67,82.61,1.25,Syamtalira Bayu
3/16/2025,27.42,29.97,25.48,81.05,1.39,Syamtalira Bayu
3/17/2025,27.46,30.3,24.9,78.29,1.14,Syamtalira Bayu
3/18/2025,27.31,29.63,24.88,78.72,1.12,Syamtalira Bayu
3/19/2025,27.62,29.96,25.78,79.43,1.43,Syamtalira Bayu
3/20/2025,27.18,29.56,25.2,80.49,1.84,Syamtalira Bayu
3/21/2025,27.05,29.14,25.46,80.37,1.67,Syamtalira Bayu
3/22/2025,27.6,29.68,26.04,80.67,1.7,Syamtalira Bayu
3/23/2025,26.91,28.32,25.9,86.18,1.71,Syamtalira Bayu
3/24/2025,27.58,30.65,25.55,81.24,1.5,Syamtalira Bayu
3/25/2025,27.39,29.9,25.6,83.55,1.69,Syamtalira Bayu
3/26/2025,27.49,29.82,25.87,86.9,2.27,Syamtalira Bayu
3/27/2025,27.26,28.96,26.2,89.47,3.25,Syamtalira Bayu
3/28/2025,27.59,30.54,25.48,84.34,2.86,Syamtalira Bayu
3/29/2025,26.93,29.27,25.09,85.02,2.61,Syamtalira Bayu
3/30/2025,27.23,29.72,25.16,85.29,2.02,Syamtalira Bayu
3/31/2025,27.16,29.63,25.11,87.48,2.31,Syamtalira Bayu
4/1/2025,27.44,30.17,25.46,82.6,1.47,Syamtalira Bayu
4/2/2025,27.18,28.81,25.77,82.87,1.07,Syamtalira Bayu
4/3/2025,28.02,30.37,26.3,84.04,1.36,Syamtalira Bayu
4/4/2025,26.95,28.23,25.74,87.48,1.13,Syamtalira Bayu
4/5/2025,27.51,29.99,25.67,80.83,1.38,Syamtalira Bayu
4/6/2025,26.9,29.37,25.72,87.39,2.7,Syamtalira Bayu
4/7/2025,27.04,28.69,25.73,90.01,2.56,Syamtalira Bayu
4/8/2025,27.14,29.46,25.22,86.04,3.12,Syamtalira Bayu
4/9/2025,26.07,26.98,25.21,87.59,2.21,Syamtalira Bayu
4/10/2025,27.13,30.38,25.05,82.26,1.99,Syamtalira Bayu
4/11/2025,26.77,29.1,25.1,84.75,3.4,Syamtalira Bayu
4/12/2025,26.75,29.19,24.87,86.02,2.69,Syamtalira Bayu
4/13/2025,27.13,29.22,25.28,85.63,2.13,Syamtalira Bayu
4/14/2025,27.37,29.27,25.58,84.59,1.58,Syamtalira Bayu
4/15/2025,27.73,29.16,26.35,82.73,1.58,Syamtalira Bayu
4/16/2025,26.81,27.98,25.31,91.71,4,Syamtalira Bayu
4/17/2025,26.96,29.19,24.52,79.48,1.6,Syamtalira Bayu
4/18/2025,27.73,30.11,26.07,85.12,1.81,Syamtalira Bayu
4/19/2025,27.53,30.04,25.87,85.06,2.6,Syamtalira Bayu
4/20/2025,27.27,29.53,25.23,84.4,1.89,Syamtalira Bayu
4/21/2025,27.25,28.39,26.27,86.05,1.41,Syamtalira Bayu
4/22/2025,27.12,29.83,25.28,81.42,1.41,Syamtalira Bayu
4/23/2025,26.8,28.83,25.18,82.47,1.49,Syamtalira Bayu
4/24/2025,26.72,29.09,25.24,82.92,1.69,Syamtalira Bayu
4/25/2025,27.36,29.94,24.88,80.88,1.66,Syamtalira Bayu
4/26/2025,27.75,28.93,26.49,89.44,2.03,Syamtalira Bayu
4/27/2025,27.93,29.33,26.46,84.48,1.32,Syamtalira Bayu
4/28/2025,27.89,30.28,26.22,85.56,2.06,Syamtalira Bayu
4/29/2025,27.76,30.18,25.75,83.27,2.03,Syamtalira Bayu
4/30/2025,27.52,29.4,26.08,85.86,1.63,Syamtalira Bayu
5/1/2025,27.33,29.41,25.45,84.83,1.62,Syamtalira Bayu
5/2/2025,27.49,29.42,26.23,86.48,2.27,Syamtalira Bayu
5/3/2025,27.38,28.7,26.15,90.73,3.11,Syamtalira Bayu
5/4/2025,26.62,28.33,25.22,85.17,2.84,Syamtalira Bayu
5/5/2025,27.61,30.26,25.06,77.95,2,Syamtalira Bayu
5/6/2025,27.57,30.27,25.8,81.35,2.31,Syamtalira Bayu
5/7/2025,27.78,30.49,25.46,82.1,1.67,Syamtalira Bayu
5/8/2025,27.71,30.8,25.33,82.94,1.94,Syamtalira Bayu
5/9/2025,28.4,31.3,25.85,79.53,1.47,Syamtalira Bayu
5/10/2025,28.18,30.13,26.49,87.24,1.74,Syamtalira Bayu
5/11/2025,28.19,31.38,25.55,83.77,1.82,Syamtalira Bayu
5/12/2025,26.69,27.77,25.56,90.35,1.79,Syamtalira Bayu
5/13/2025,27.29,29.08,25.67,87.89,2.22,Syamtalira Bayu
5/14/2025,26.91,28.48,25.6,89.1,2.53,Syamtalira Bayu
5/15/2025,27.56,29.39,25.77,86.05,1.78,Syamtalira Bayu
5/16/2025,28.03,30.19,26.34,86.47,1.95,Syamtalira Bayu
5/17/2025,28.67,31.45,27.08,84.38,1.75,Syamtalira Bayu
5/18/2025,28.25,30.11,27.01,86.51,1.76,Syamtalira Bayu
5/19/2025,27.79,29.59,26.57,87.37,1.93,Syamtalira Bayu
5/20/2025,28.23,29.94,26.62,82.23,1.17,Syamtalira Bayu
5/21/2025,28.35,31.12,26.6,78.75,1.52,Syamtalira Bayu
5/22/2025,28.16,30.69,26.09,82.29,2.35,Syamtalira Bayu
5/23/2025,27.94,31.2,25.66,77.32,1.83,Syamtalira Bayu
5/24/2025,27.42,30.33,24.62,79.53,1.26,Syamtalira Bayu
5/25/2025,27.59,30.32,25.96,79.75,1.26,Syamtalira Bayu
5/26/2025,27.97,31.29,25.38,76.87,1.12,Syamtalira Bayu
5/27/2025,27.59,30.19,24.71,76.21,2.03,Syamtalira Bayu
5/28/2025,28.65,32.71,24.46,69.89,1.14,Syamtalira Bayu
5/29/2025,28.48,32.1,25.37,72.63,1.23,Syamtalira Bayu
5/30/2025,28.26,30.76,25.38,75.79,1.11,Syamtalira Bayu
5/31/2025,28.49,31.74,25.79,73.37,1.14,Syamtalira Bayu
6/1/2025,29.2,32.73,26.15,73.96,1.43,Syamtalira Bayu
6/2/2025,28.14,30.32,26.26,83.98,1.73,Syamtalira Bayu
6/3/2025,28.68,31.6,26.41,76.88,1.33,Syamtalira Bayu
6/4/2025,27.81,29.51,26.47,80.65,1.42,Syamtalira Bayu
6/5/2025,27.37,29.13,26.01,84.61,1.55,Syamtalira Bayu
6/6/2025,26.87,28.51,25.58,88.51,3.27,Syamtalira Bayu
6/7/2025,25.72,27.37,23.97,82.16,2.77,Syamtalira Bayu
6/8/2025,26.59,29.14,24.11,81.04,1.49,Syamtalira Bayu
6/9/2025,26.94,30.13,24.57,78.53,1.89,Syamtalira Bayu
6/10/2025,26.75,30.43,24.07,73.6,1.74,Syamtalira Bayu
6/11/2025,27.93,31.99,23.99,72.89,1.22,Syamtalira Bayu
6/12/2025,28.21,31.64,25.09,75.12,1.24,Syamtalira Bayu
6/13/2025,28.41,31.87,25.15,78.25,1.08,Syamtalira Bayu
6/14/2025,28.48,30.49,26.65,78.35,0.87,Syamtalira Bayu
6/15/2025,28.07,30.57,26.22,80.54,1.35,Syamtalira Bayu
6/16/2025,27.28,29.71,25.69,80.16,1.61,Syamtalira Bayu
6/17/2025,27.51,30.15,24.86,77.37,1.96,Syamtalira Bayu
6/18/2025,27.5,29.31,26.13,81.1,1.09,Syamtalira Bayu
6/19/2025,28.12,31.13,25.89,78.52,1.55,Syamtalira Bayu
6/20/2025,27.4,29.17,25.69,78.87,1.36,Syamtalira Bayu
6/21/2025,27.28,29.5,25.59,75.19,1.35,Syamtalira Bayu
6/22/2025,27.83,31.11,24.57,75.17,1.24,Syamtalira Bayu
6/23/2025,27.89,30.38,25.7,78.81,1.45,Syamtalira Bayu
6/24/2025,27.73,31.06,23.93,71.83,1.55,Syamtalira Bayu
6/25/2025,27.88,30.23,25.25,77.1,1.11,Syamtalira Bayu
6/26/2025,27.89,29.59,26.23,82.11,1.26,Syamtalira Bayu
6/27/2025,28.02,30.27,26.45,84.47,2.01,Syamtalira Bayu
6/28/2025,28.71,32.41,26.46,72.99,1.41,Syamtalira Bayu
6/29/2025,27.22,30.51,24.24,79.01,1.3,Syamtalira Bayu
6/30/2025,27.43,30.4,24.07,75.05,1.61,Syamtalira Bayu
7/1/2025,27.68,30.77,24.57,76.25,1.21,Syamtalira Bayu
7/2/2025,27.73,31.06,26.03,81.17,1.53,Syamtalira Bayu
7/3/2025,27.33,29.02,25.58,82.59,1.43,Syamtalira Bayu
7/4/2025,28.62,31.8,26.01,72.61,1,Syamtalira Bayu
7/5/2025,28.84,31.45,26.61,75.57,1.05,Syamtalira Bayu
7/6/2025,28.31,30.39,26.07,78.69,1.42,Syamtalira Bayu
7/7/2025,28.5,32.48,26.19,75.88,1.25,Syamtalira Bayu
7/8/2025,26.83,29.67,24.82,81.5,1.53,Syamtalira Bayu
7/9/2025,28.1,31.08,25.12,72.1,0.91,Syamtalira Bayu
7/10/2025,28.29,30.31,26.69,74.53,1.1,Syamtalira Bayu
7/11/2025,28.24,31.7,25.24,77.87,1.57,Syamtalira Bayu
7/12/2025,27.17,28.8,25.68,88.05,1.58,Syamtalira Bayu
7/13/2025,28.57,32.26,25.78,78.32,1.19,Syamtalira Bayu
7/14/2025,27.06,28.64,25.06,85.26,1.85,Syamtalira Bayu
7/15/2025,26.84,30.12,24.29,80.6,1.27,Syamtalira Bayu
7/16/2025,27.73,31.1,24.91,79.69,1.6,Syamtalira Bayu
7/17/2025,27.79,30,26.08,82.76,1.55,Syamtalira Bayu
7/18/2025,28.65,32.4,25.4,72.51,0.98,Syamtalira Bayu
7/19/2025,28.33,31.45,25.58,77.56,1.3,Syamtalira Bayu
7/20/2025,28.73,31.63,26.3,73.54,1.26,Syamtalira Bayu
7/21/2025,28.66,32.18,26.34,70.44,1.12,Syamtalira Bayu
7/22/2025,28.14,31.99,24.51,71.54,1.16,Syamtalira Bayu
7/23/2025,27.51,30.86,24,75.4,1.2,Syamtalira Bayu
7/24/2025,27.94,31.17,24.99,72.96,1.15,Syamtalira Bayu
7/25/2025,28.65,32.46,24.75,69.31,1.26,Syamtalira Bayu
7/26/2025,28.58,31.81,25.65,74.15,1.29,Syamtalira Bayu
7/27/2025,28.8,31.07,26.98,79.08,1.15,Syamtalira Bayu
7/28/2025,28.48,30.29,26.32,83.26,1.63,Syamtalira Bayu
7/29/2025,28.2,29.28,27.37,84.23,1.12,Syamtalira Bayu
7/30/2025,28.86,32.21,26.15,74.42,0.81,Syamtalira Bayu
7/31/2025,27.79,29.75,25.99,84.08,1.96,Syamtalira Bayu
8/1/2025,28.27,30.37,26.32,83.93,1.6,Syamtalira Bayu
8/2/2025,28.24,30.54,26.16,82.57,1.88,Syamtalira Bayu
8/3/2025,27.17,28.54,26.32,89.33,2.54,Syamtalira Bayu
8/4/2025,28.13,31.24,25.79,75.93,1.3,Syamtalira Bayu
8/5/2025,27.51,29.47,25.85,83.49,1.61,Syamtalira Bayu
8/6/2025,27.65,29.78,26.5,81.42,1.63,Syamtalira Bayu
8/7/2025,26.73,27.82,25.85,88.06,1.83,Syamtalira Bayu
8/8/2025,27.48,30.09,25.53,80.24,1,Syamtalira Bayu
8/9/2025,28.06,31,26.43,83.56,1.96,Syamtalira Bayu
8/10/2025,26.91,29.61,25.25,82.56,3.12,Syamtalira Bayu
8/11/2025,27.47,30.75,24.31,74.64,1.41,Syamtalira Bayu
8/12/2025,27.35,30.22,24.94,76.63,1.79,Syamtalira Bayu
8/13/2025,25.81,28.19,23.28,85.85,2.1,Syamtalira Bayu
8/14/2025,27.25,30.17,24.8,75.77,1.07,Syamtalira Bayu
8/15/2025,26.9,29.03,25.11,83.99,1.43,Syamtalira Bayu
8/16/2025,27.05,29.9,24.61,80.12,1.45,Syamtalira Bayu
8/17/2025,27.39,30.3,24.46,80.86,1.78,Syamtalira Bayu
8/18/2025,28.07,30.45,25.88,78.83,1.27,Syamtalira Bayu
8/19/2025,28.15,30.87,26.31,80.72,1.6,Syamtalira Bayu
8/20/2025,27.85,31.46,24.95,73.28,1.67,Syamtalira Bayu
8/21/2025,26.73,28.59,25.42,84.12,1.36,Syamtalira Bayu
8/22/2025,26.96,29.78,24.82,78.78,1.99,Syamtalira Bayu
8/23/2025,26.92,30.38,24.08,76.31,1.69,Syamtalira Bayu
8/24/2025,26.62,30.2,22.77,78.64,1.45,Syamtalira Bayu
8/25/2025,27.37,29.8,24.61,77.84,1.34,Syamtalira Bayu
8/26/2025,27.51,30.36,24.9,77.45,1.14,Syamtalira Bayu
8/27/2025,27.57,30.91,25.32,78.12,1.59,Syamtalira Bayu
8/28/2025,27.49,30.4,24.73,77.43,1.36,Syamtalira Bayu
8/29/2025,27.95,31.2,25.08,75.48,1.62,Syamtalira Bayu
8/30/2025,27.63,30.56,25,78.09,1.57,Syamtalira Bayu
8/31/2025,27.44,30.74,24.11,74.38,1.53,Syamtalira Bayu
9/1/2025,26.88,29.23,24.79,77.81,1.06,Syamtalira Bayu
9/2/2025,27.32,29.85,25.07,77.14,1.52,Syamtalira Bayu
9/3/2025,26.81,29.4,24.78,82.3,1.46,Syamtalira Bayu
9/4/2025,27.34,29.92,25.11,75.31,1.52,Syamtalira Bayu
9/5/2025,27.49,31.25,23.91,74.87,1.55,Syamtalira Bayu
9/6/2025,27.24,30.03,25.3,81.51,1.62,Syamtalira Bayu
9/7/2025,25.84,29.57,23.7,81.57,1.69,Syamtalira Bayu
9/8/2025,27,29.58,24.86,86.32,2.18,Syamtalira Bayu
9/9/2025,26.31,28.3,23.68,79.55,1.51,Syamtalira Bayu
9/10/2025,26.94,29.46,24.98,84.75,1.81,Syamtalira Bayu
9/11/2025,27.86,31,25.03,77.65,1.8,Syamtalira Bayu
9/12/2025,26.65,28.21,25.1,84.64,1.36,Syamtalira Bayu
9/13/2025,27.18,29.43,25.38,83.33,0.93,Syamtalira Bayu
9/14/2025,26.19,28.89,24.12,85.5,1.35,Syamtalira Bayu
9/15/2025,27.57,31.27,25.21,80.81,1.7,Syamtalira Bayu
9/16/2025,27.13,29.91,24.78,81.21,1.59,Syamtalira Bayu
9/17/2025,26.47,28.1,24.98,87.02,2.29,Syamtalira Bayu
9/18/2025,26.68,28.62,25.28,83.6,1.6,Syamtalira Bayu
9/19/2025,27.44,30.53,24.86,75.22,1.22,Syamtalira Bayu
9/20/2025,27.93,31.19,25.49,75.88,1.25,Syamtalira Bayu
9/21/2025,28.31,31.18,25.77,83.06,1.82,Syamtalira Bayu
9/22/2025,28.1,29.85,26.69,84.41,1.93,Syamtalira Bayu
9/23/2025,27.8,30.53,25.82,78.98,1.51,Syamtalira Bayu
9/24/2025,27.41,31.93,23.06,78.76,1.26,Syamtalira Bayu
9/25/2025,27.38,30.79,24.54,76.6,1.54,Syamtalira Bayu
9/26/2025,26.7,28.49,24.94,83.7,1.52,Syamtalira Bayu
9/27/2025,27.21,29.66,25.5,82.18,2.04,Syamtalira Bayu
9/28/2025,27.15,30.33,24.53,79.8,2.16,Syamtalira Bayu
9/29/2025,26.95,30.29,24.2,78.73,1.48,Syamtalira Bayu
9/30/2025,27.29,29.78,24.81,78.38,1.64,Syamtalira Bayu
10/1/2025,26.05,27.65,24.64,84.98,1.5,Syamtalira Bayu
10/2/2025,27.36,30.41,24.46,75.67,1.32,Syamtalira Bayu
10/3/2025,26.95,29.01,25.74,79.03,1.04,Syamtalira Bayu
10/4/2025,26.9,29.79,24.95,78.33,1.21,Syamtalira Bayu
10/5/2025,27.42,30.2,25.36,76.71,1.16,Syamtalira Bayu
10/6/2025,27.53,30.04,25.51,81.49,1.69,Syamtalira Bayu
10/7/2025,27.38,29.96,25.73,79.92,1.65,Syamtalira Bayu
10/8/2025,26.71,28.59,25.22,84.83,1.43,Syamtalira Bayu
10/9/2025,26.93,29.4,25.24,83.42,2.62,Syamtalira Bayu
10/10/2025,26.69,29.15,24.77,85.2,2.71,Syamtalira Bayu
10/11/2025,26.94,29.9,24.82,82.46,1.96,Syamtalira Bayu
10/12/2025,27.37,30.62,24.57,78.81,1.43,Syamtalira Bayu
10/13/2025,27.33,28.9,25.95,85.82,2.34,Syamtalira Bayu
10/14/2025,26.83,27.97,25.79,88.54,2.38,Syamtalira Bayu
10/15/2025,27.08,29.31,25.58,88.49,2.3,Syamtalira Bayu
10/16/2025,27.59,30.49,25.36,81.44,1.24,Syamtalira Bayu
10/17/2025,27.4,29.87,25.68,83.96,1.51,Syamtalira Bayu
10/18/2025,26.76,28.52,25.56,85.3,1.72,Syamtalira Bayu
10/19/2025,26.74,29.48,25.35,87.91,1.93,Syamtalira Bayu
10/20/2025,26.7,29.92,24.36,81.79,2.51,Syamtalira Bayu
10/21/2025,26.48,29.61,23.57,81.68,2.63,Syamtalira Bayu
10/22/2025,26.07,28.55,24.05,86.65,3.24,Syamtalira Bayu
10/23/2025,25.71,27.62,24.68,89.12,3.04,Syamtalira Bayu
10/24/2025,26.53,29.54,24.21,83.41,2.71,Syamtalira Bayu
10/25/2025,27.22,30.45,24.45,77.19,0.94,Syamtalira Bayu
10/26/2025,26.4,28.55,24.83,87.2,1.98,Syamtalira Bayu
10/27/2025,26.81,29.41,24.96,83.54,1.44,Syamtalira Bayu
10/28/2025,26.85,29.41,25.29,85.68,2.27,Syamtalira Bayu
10/29/2025,26.55,28.98,24.9,85.54,2.67,Syamtalira Bayu
10/30/2025,27.09,30.18,24.53,82.4,2.41,Syamtalira Bayu
10/31/2025,27.38,30.61,24.84,82.96,1.87,Syamtalira Bayu
11/1/2025,27.32,29.23,25.99,84.89,1.41,Syamtalira Bayu
11/2/2025,27.93,29.65,26.48,84.26,1.17,Syamtalira Bayu
11/3/2025,27.69,30.39,25.77,79.3,1.42,Syamtalira Bayu
11/4/2025,27.09,30.75,24.47,78.25,2.32,Syamtalira Bayu
11/5/2025,26.75,30.96,22.27,78.38,1.49,Syamtalira Bayu
11/6/2025,26.37,28.76,24.65,85.52,1.99,Syamtalira Bayu
11/7/2025,26.69,30.21,23.5,76.14,2.28,Syamtalira Bayu
11/8/2025,26.9,29.31,24.86,86.72,1.72,Syamtalira Bayu
11/9/2025,26.7,28.47,24.89,85.12,1.32,Syamtalira Bayu
11/10/2025,27.65,30.58,25.82,84.36,1.24,Syamtalira Bayu
11/11/2025,27.44,30.48,25.11,82.21,1.97,Syamtalira Bayu
11/12/2025,26.95,29.19,25.21,81.7,1.25,Syamtalira Bayu
11/13/2025,26.7,29.37,24.65,83.85,2.07,Syamtalira Bayu
11/14/2025,26.33,29.44,23.73,79.65,1.68,Syamtalira Bayu
11/15/2025,26.74,28.86,24.79,84.65,1.57,Syamtalira Bayu
11/16/2025,26.86,28.98,25.06,84.36,2.8,Syamtalira Bayu
11/17/2025,27.13,29.7,25.06,83.11,1.65,Syamtalira Bayu
11/18/2025,26,26.92,25.17,89.13,2.6,Syamtalira Bayu
11/19/2025,26.8,30.66,24.78,83.62,2.07,Syamtalira Bayu
11/20/2025,25.91,27.31,24.85,90.29,3.21,Syamtalira Bayu
11/21/2025,25.48,26.47,24.83,92.97,2.87,Syamtalira Bayu
11/22/2025,24.98,25.91,24.24,92.6,4.34,Syamtalira Bayu
11/23/2025,24.74,25.86,23.77,92.52,3.98,Syamtalira Bayu
11/24/2025,25.31,26.38,24.37,93.25,2.71,Syamtalira Bayu
11/25/2025,25.75,26.47,25.06,94.11,6.49,Syamtalira Bayu
11/26/2025,25.9,26.18,25.32,94.18,6.32,Syamtalira Bayu
11/27/2025,25.2,26.11,24.02,89.7,2.64,Syamtalira Bayu
11/28/2025,24.96,26.59,23.99,84.77,1.34,Syamtalira Bayu
11/29/2025,26.01,28.36,24.46,81.34,1.46,Syamtalira Bayu
11/30/2025,26.1,28.78,24.3,83.8,1.95,Syamtalira Bayu
12/1/2025,26.09,28.87,24.06,83.78,1.92,Syamtalira Bayu
12/2/2025,26.12,28.74,24.02,83.81,1.79,Syamtalira Bayu
12/3/2025,26.25,28.2,24.86,87.6,2.76,Syamtalira Bayu
12/4/2025,25.92,27.38,24.09,84.53,1.53,Syamtalira Bayu
12/5/2025,26.8,29.04,25.08,84.07,1.5,Syamtalira Bayu
12/6/2025,26.47,28.35,25.16,85.4,1.31,Syamtalira Bayu
12/7/2025,26.81,29.33,25.23,85.11,1.46,Syamtalira Bayu
12/8/2025,26.42,28.2,25.27,85.17,2.61,Syamtalira Bayu
12/9/2025,26.18,27.71,24.82,81.36,2.61,Syamtalira Bayu
12/10/2025,26.32,28.6,24.87,79.13,2.04,Syamtalira Bayu
12/11/2025,26.67,29.18,25.01,82.01,1.45,Syamtalira Bayu
12/12/2025,26.09,27.79,24.86,86.46,1.68,Syamtalira Bayu
12/13/2025,26.29,28.57,24.67,84.35,1.36,Syamtalira Bayu
12/14/2025,26,27.12,25.01,87.2,1.39,Syamtalira Bayu
12/15/2025,26.08,27.49,24.83,86.47,1.91,Syamtalira Bayu
12/16/2025,26.3,28.2,25.02,85.46,1.56,Syamtalira Bayu
12/17/2025,25.93,27.23,24.71,90.76,2.2,Syamtalira Bayu
12/18/2025,25.82,27.66,24.6,86.3,1.15,Syamtalira Bayu
12/19/2025,26.15,28.4,24.51,84.88,1.72,Syamtalira Bayu
12/20/2025,26.63,28.88,25.13,82.12,1.45,Syamtalira Bayu
12/21/2025,26.56,28.94,24.43,82.18,1.6,Syamtalira Bayu
12/22/2025,27.32,29.78,25.58,82.83,1.84,Syamtalira Bayu
12/23/2025,26.89,28.94,25.38,85.73,2.48,Syamtalira Bayu
12/24/2025,26.66,28.46,24.84,86.12,2.37,Syamtalira Bayu
12/25/2025,26.26,28.9,23.9,81.58,1.65,Syamtalira Bayu
12/26/2025,26.58,28.52,24.87,86.65,1.71,Syamtalira Bayu
12/27/2025,26.16,27.57,24.97,89.5,2.02,Syamtalira Bayu
12/28/2025,26.33,28.2,24.54,90.02,2.36,Syamtalira Bayu
12/29/2025,26.04,27.52,25.19,89.17,1.95,Syamtalira Bayu
12/30/2025,25.95,27.26,24.82,87.24,1.62,Syamtalira Bayu
12/31/2025,26.64,28.89,24.3,85.88,2.37,Syamtalira Bayu
1/1/2020,25.92,28.94,23.59,79.35,2.06,Meurah Mulia
1/2/2020,26.1,29.06,23.82,79.11,1.85,Meurah Mulia
1/3/2020,26.16,28.5,24.17,82.62,1.75,Meurah Mulia
1/4/2020,26.01,28.57,24.09,82.93,1.96,Meurah Mulia
1/5/2020,26.06,28.59,24.03,80.87,1.51,Meurah Mulia
1/6/2020,26.06,28.77,23.93,78.7,1.5,Meurah Mulia
1/7/2020,26.02,29.05,23.41,77.81,1.32,Meurah Mulia
1/8/2020,26.31,29.12,23.78,81.22,1.48,Meurah Mulia
1/9/2020,26.2,28.76,24,84.12,1.6,Meurah Mulia
1/10/2020,26.28,29.04,24.16,81.1,1.39,Meurah Mulia
1/11/2020,25.49,27.61,23.77,88.46,1.87,Meurah Mulia
1/12/2020,26,28.42,23.86,84.65,1.48,Meurah Mulia
1/13/2020,26.4,29.27,24.15,82.7,1.36,Meurah Mulia
1/14/2020,26.9,29.32,24.87,81.1,1.24,Meurah Mulia
1/15/2020,26.36,29.31,23.73,80.81,1.48,Meurah Mulia
1/16/2020,26.55,29.41,24.5,78.5,1.46,Meurah Mulia
1/17/2020,26.59,29.17,24.77,80.48,1.28,Meurah Mulia
1/18/2020,26.61,29.46,24.19,80.83,1.54,Meurah Mulia
1/19/2020,26.75,29.36,25.06,82.57,1.17,Meurah Mulia
1/20/2020,26.77,29.19,24.93,84.53,1.69,Meurah Mulia
1/21/2020,26.08,28.09,24.6,86.13,1.55,Meurah Mulia
1/22/2020,26.26,28.95,24.34,81.9,1.8,Meurah Mulia
1/23/2020,26.53,29.64,23.7,79.57,1.23,Meurah Mulia
1/24/2020,26.86,29.84,24.69,80.97,1.36,Meurah Mulia
1/25/2020,26.69,29.77,24.7,79.07,1.5,Meurah Mulia
1/26/2020,26.26,28.85,24.25,78.71,1.8,Meurah Mulia
1/27/2020,26.3,28.82,23.89,84.98,2.47,Meurah Mulia
1/28/2020,26.64,29.22,24.84,85.01,2.52,Meurah Mulia
1/29/2020,25.64,27.68,23.95,86.41,3.06,Meurah Mulia
1/30/2020,25.89,28.87,23.26,83.59,2.27,Meurah Mulia
1/31/2020,26.04,28.62,23.86,81.61,2.22,Meurah Mulia
2/1/2020,26.65,29.5,24.37,79.38,1.47,Meurah Mulia
2/2/2020,26.53,28.41,25.05,84.82,2.61,Meurah Mulia
2/3/2020,26.47,29.08,24.43,77.92,1.61,Meurah Mulia
2/4/2020,26.07,28.79,24.02,76.05,1.39,Meurah Mulia
2/5/2020,26.16,28.9,23.76,75.27,1.3,Meurah Mulia
2/6/2020,26.49,28.84,24.49,79.67,1.93,Meurah Mulia
2/7/2020,26.4,28.69,24.62,80.59,1.76,Meurah Mulia
2/8/2020,26.72,30.08,24.38,75.32,1.35,Meurah Mulia
2/9/2020,26.69,29.43,24.52,75.62,1.22,Meurah Mulia
2/10/2020,26.11,28.76,24.06,82.77,1.91,Meurah Mulia
2/11/2020,26.25,27.93,24.92,89.09,2.33,Meurah Mulia
2/12/2020,26.3,28.7,24.65,87.37,1.8,Meurah Mulia
2/13/2020,26.65,29.09,24.47,84.61,1.49,Meurah Mulia
2/14/2020,26.92,29.64,24.96,84.72,2.14,Meurah Mulia
2/15/2020,26.53,29.09,24.95,87.32,2.54,Meurah Mulia
2/16/2020,26.62,29.27,24.68,84.28,2.08,Meurah Mulia
2/17/2020,26.42,28.46,24.76,83.53,1.32,Meurah Mulia
2/18/2020,25.49,26.89,24.5,86.5,1.17,Meurah Mulia
2/19/2020,25.62,26.89,24.22,84.08,2.13,Meurah Mulia
2/20/2020,26.11,29.13,23.86,80.84,2.14,Meurah Mulia
2/21/2020,26.42,29.37,24.28,80.22,2.85,Meurah Mulia
2/22/2020,26.44,29.06,24.41,81.75,2.95,Meurah Mulia
