date,Suhu rata-rata,Suhu maksimum,Suhu minimum,Kelembapan udara,Kecepatan angin,kecamatan
3/14/2021,23.59,26.96,20.89,87.01,0.94,Sawang
3/15/2021,24,27.11,21.67,89.12,0.85,Sawang
3/16/2021,24.36,27.38,22.16,88.12,0.85,Sawang
3/17/2021,24.43,27.95,22.05,87.23,0.77,Sawang
3/18/2021,24.59,28.55,21.91,83.46,0.73,Sawang
3/19/2021,24.89,28.45,22.83,82.81,0.79,Sawang
3/20/2021,25.13,28.95,22.76,83.15,0.66,Sawang
3/21/2021,25.19,28.64,23.16,82.64,0.7,Sawang
3/22/2021,24.85,28.57,21.82,82.81,0.78,Sawang
3/23/2021,24.29,27.06,22.4,88.64,0.94,Sawang
3/24/2021,24.55,28.87,21.74,85.04,0.91,Sawang
3/25/2021,24.32,27.18,22.13,88.19,0.88,Sawang
3/26/2021,24.39,28.55,21.52,85.45,0.95,Sawang
3/27/2021,24.03,27.55,21.67,90.48,0.95,Sawang
3/28/2021,24.59,27.28,22.63,89.71,0.9,Sawang
3/29/2021,24.02,26.33,22.28,90.76,0.68,Sawang
3/30/2021,24.16,28.21,21.63,87.15,0.69,Sawang
3/31/2021,24.77,29.56,21.83,85.26,0.68,Sawang
4/1/2021,24,27.54,21.22,85.6,0.83,Sawang
4/2/2021,23.67,28.21,20.34,86.26,1.23,Sawang
4/3/2021,24.06,28.55,20.62,86.47,1.05,Sawang
4/4/2021,24.1,28.09,21.22,87.96,0.89,Sawang
4/5/2021,24.3,28.38,20.37,83.72,0.68,Sawang
4/6/2021,24.9,28.2,23.18,86.81,0.91,Sawang
4/7/2021,23.36,24.75,22.43,90.64,0.63,Sawang
4/8/2021,24.37,27.67,22.33,84.69,0.78,Sawang
4/9/2021,24.01,27.03,21.88,91.1,0.87,Sawang
4/10/2021,24.82,28.65,22.31,85.29,0.74,Sawang
4/11/2021,24.74,28.83,21.54,86.22,0.77,Sawang
4/12/2021,24.7,28.33,22.66,86.77,0.59,Sawang
4/13/2021,24.38,26.64,22.88,87.8,0.63,Sawang
4/14/2021,24.37,27.43,22.38,87.77,0.99,Sawang
4/15/2021,24.6,27.85,22.47,85.77,0.78,Sawang
4/16/2021,24.22,27.05,22.43,89.81,0.84,Sawang
4/17/2021,24.41,27.46,21.81,84.44,0.7,Sawang
4/18/2021,24.95,28.94,21.72,85.64,0.94,Sawang
4/19/2021,24.46,28.62,21.6,86.12,0.93,Sawang
4/20/2021,24.05,28.35,20.05,83.49,0.99,Sawang
4/21/2021,24.52,27.81,22.52,88.33,0.93,Sawang
4/22/2021,24.59,28.33,21.89,87.81,1.17,Sawang
4/23/2021,24.3,28.53,21.54,88.33,0.75,Sawang
4/24/2021,24.13,27.66,21.46,87.46,0.79,Sawang
4/25/2021,24.61,28.42,21.7,87.04,0.78,Sawang
4/26/2021,24.62,27.38,23.2,88.79,0.69,Sawang
4/27/2021,24.55,27.99,22.01,84.36,0.64,Sawang
4/28/2021,24.87,28.69,21.78,83.08,0.84,Sawang
4/29/2021,24.9,28.82,22,84.93,0.87,Sawang
4/30/2021,25,29.64,22.45,84.92,0.84,Sawang
5/1/2021,24.99,29.51,20.97,82.42,0.87,Sawang
5/2/2021,24.85,28.6,22.18,86.97,0.98,Sawang
5/3/2021,25.25,29.3,22.04,86.49,1.03,Sawang
5/4/2021,24.83,28.22,22.87,88.37,0.83,Sawang
5/5/2021,24.95,27.98,22.86,84.63,0.74,Sawang
5/6/2021,24.22,27.16,22.45,89.18,1.02,Sawang
5/7/2021,24.41,27.87,22.02,88.12,0.65,Sawang
5/8/2021,24.38,27.07,22.48,89.86,0.76,Sawang
5/9/2021,25.42,28.96,23.05,83.8,0.74,Sawang
5/10/2021,25.21,28.29,23.24,87.76,0.73,Sawang
5/11/2021,25.49,28.83,23.45,87.31,0.76,Sawang
5/12/2021,25.12,27.99,23.26,89.79,0.9,Sawang
5/13/2021,25.32,28.54,23.21,88.58,0.92,Sawang
5/14/2021,25.11,27.55,22.88,87.41,0.66,Sawang
5/15/2021,25.17,28.19,22.87,89.93,1.09,Sawang
5/16/2021,25.3,28.89,22.91,87.86,0.69,Sawang
5/17/2021,24.56,26.31,23.21,95.31,0.96,Sawang
5/18/2021,24.66,27.52,22.47,87.14,0.5,Sawang
5/19/2021,24.85,28.25,22.01,82.46,0.6,Sawang
5/20/2021,25.28,28.62,21.83,82.54,0.6,Sawang
5/21/2021,24.54,26.66,22.72,83.76,0.48,Sawang
5/22/2021,24.85,28.78,21.46,82.97,0.89,Sawang
5/23/2021,24.87,29.04,21.27,83.06,0.66,Sawang
5/24/2021,25.44,29.36,21.75,80.84,0.66,Sawang
5/25/2021,24.3,27.73,21.72,86.69,0.82,Sawang
5/26/2021,25.04,28.83,22.8,84.32,0.86,Sawang
5/27/2021,24.06,26.58,22.09,86.81,0.69,Sawang
5/28/2021,24.88,28.52,21.79,82.62,0.74,Sawang
5/29/2021,25.45,29.35,21.78,81.27,0.54,Sawang
5/30/2021,24.71,28.1,21.93,84.95,0.59,Sawang
5/31/2021,24.44,27.74,22.28,87.08,0.73,Sawang
6/1/2021,24.36,27.52,22.08,87.75,0.56,Sawang
6/2/2021,25.07,27.59,23.35,88.15,0.58,Sawang
6/3/2021,24.77,26.89,23.29,93.21,0.82,Sawang
6/4/2021,24.81,26.02,23.63,95.55,1.06,Sawang
6/5/2021,24.71,27.16,22.95,88.74,0.68,Sawang
6/6/2021,25.05,28.88,21.98,81.51,0.53,Sawang
6/7/2021,24.29,27.62,20.92,81.85,0.52,Sawang
6/8/2021,23.8,27.26,20.54,85.38,0.68,Sawang
6/9/2021,24.62,28.44,21.32,79.8,0.61,Sawang
6/10/2021,23.59,27.44,19.91,80.24,0.7,Sawang
6/11/2021,24.62,29.02,20.3,78.48,0.76,Sawang
6/12/2021,24.26,28.48,20.91,80.15,0.8,Sawang
6/13/2021,23.94,27.56,20.17,83.67,0.72,Sawang
6/14/2021,24.89,28.15,21.64,80.58,0.53,Sawang
6/15/2021,24.66,27.47,22.33,82.8,0.53,Sawang
6/16/2021,24.36,28,20.37,84.05,0.68,Sawang
6/17/2021,24.3,27.27,21.83,86.92,0.67,Sawang
6/18/2021,24.41,26.59,22.65,85.24,0.56,Sawang
6/19/2021,24.28,26.9,22.49,87.74,0.7,Sawang
6/20/2021,23.44,26.62,20.84,85.67,0.98,Sawang
6/21/2021,22.82,26.41,19.57,85.2,0.66,Sawang
6/22/2021,23.55,27.27,21.01,85.91,0.69,Sawang
6/23/2021,23.18,26.91,20.46,85.11,1.04,Sawang
6/24/2021,23.57,27.59,19.71,81.54,0.94,Sawang
6/25/2021,23.65,26.72,21.21,89.97,0.87,Sawang
6/26/2021,23.03,25.76,20.59,93.51,0.64,Sawang
6/27/2021,22.98,26.04,20.61,90.92,0.7,Sawang
6/28/2021,24.48,27.64,21.71,85.63,0.62,Sawang
6/29/2021,23.99,27.2,22.03,85.85,0.69,Sawang
6/30/2021,24.1,27.7,20.88,86.25,0.73,Sawang
7/1/2021,24.72,27.48,22.46,83.8,0.59,Sawang
7/2/2021,24.52,27.43,22.84,85.17,0.57,Sawang
7/3/2021,24.15,26.78,22.46,88.55,0.77,Sawang
7/4/2021,24.7,28.24,22.4,86.68,0.84,Sawang
7/5/2021,23.94,27.14,21.54,90.46,0.6,Sawang
7/6/2021,23.61,26.35,21.75,85.86,0.46,Sawang
7/7/2021,24.18,27.69,20.95,84.52,0.65,Sawang
7/8/2021,24.33,27.68,21.91,85.33,0.75,Sawang
7/9/2021,23.66,25.18,22.35,93.25,0.72,Sawang
7/10/2021,23.35,26.9,21.03,90.73,0.78,Sawang
7/11/2021,23.29,27.22,20.18,91.42,1.01,Sawang
7/12/2021,24.42,28.15,21.21,83.88,0.66,Sawang
7/13/2021,24.42,27.86,22.06,82.33,0.59,Sawang
7/14/2021,23.39,26.83,20.93,84.72,0.7,Sawang
7/15/2021,23.07,27.59,19.42,83.67,0.62,Sawang
7/16/2021,24.19,28.26,20.01,81.09,0.73,Sawang
7/17/2021,24.26,27.92,20.81,84.11,0.65,Sawang
7/18/2021,23.94,27.41,20.53,82.56,0.5,Sawang
7/19/2021,24.16,28.33,20.47,80.97,0.51,Sawang
7/20/2021,24.94,29.65,20.6,79.72,0.72,Sawang
7/21/2021,23.72,27.15,20.93,84.17,0.75,Sawang
7/22/2021,23.12,27.32,19.73,86.96,0.83,Sawang
7/23/2021,23.83,28.46,20.1,84.55,0.85,Sawang
7/24/2021,23.84,28.24,20.03,80.89,0.7,Sawang
7/25/2021,24.65,28.85,20.79,79.81,0.72,Sawang
7/26/2021,25.39,28.64,22.45,80.68,0.59,Sawang
7/27/2021,24.78,28.69,21.12,81.82,0.69,Sawang
7/28/2021,24.8,28.27,21.71,83.62,0.64,Sawang
7/29/2021,25.02,28.59,22,80.32,0.55,Sawang
7/30/2021,23.62,26.39,21.49,86.27,0.73,Sawang
7/31/2021,23.87,28.43,20.61,87.73,0.81,Sawang
8/1/2021,23.25,26.53,20.65,88.41,0.77,Sawang
8/2/2021,23.94,28.44,20.19,82.96,0.81,Sawang
8/3/2021,23.76,27.14,20.86,85.15,0.75,Sawang
8/4/2021,24.24,28.17,20.95,85.24,0.86,Sawang
8/5/2021,24.25,28.65,20.7,83.8,0.72,Sawang
8/6/2021,24.51,28.16,20.8,82.39,0.63,Sawang
8/7/2021,25.16,28.03,22.86,80.88,0.64,Sawang
8/8/2021,24.97,28.82,22.31,85.6,0.8,Sawang
8/9/2021,24.77,28.7,21.43,88.13,1,Sawang
8/10/2021,24.27,27.32,21.88,92.69,1.05,Sawang
8/11/2021,24.22,27.57,21.71,86.04,0.68,Sawang
8/12/2021,24.11,26.93,22.12,87.74,0.63,Sawang
8/13/2021,24.02,27.26,22.13,88.06,0.47,Sawang
8/14/2021,23.63,26.98,21.44,88.66,0.48,Sawang
8/15/2021,24.15,28.08,21.14,81.83,0.51,Sawang
8/16/2021,23.4,25.77,21.56,87.32,0.48,Sawang
8/17/2021,23.98,27.93,21.06,83.94,0.85,Sawang
8/18/2021,22.58,24.99,21.03,88.2,0.81,Sawang
8/19/2021,22.49,24.59,20.66,91.04,0.67,Sawang
8/20/2021,22.73,24.54,21.62,93.54,0.83,Sawang
8/21/2021,23.87,27.98,21.67,87.75,0.87,Sawang
8/22/2021,23.39,26.49,21.42,88.99,0.56,Sawang
8/23/2021,23.71,28.45,20.37,85.48,0.68,Sawang
8/24/2021,23.15,26.01,20.97,84.21,0.67,Sawang
8/25/2021,23.84,28.32,20.44,83.21,0.79,Sawang
8/26/2021,24.44,28.94,21.35,84.48,0.77,Sawang
8/27/2021,24.81,28.72,22.15,84.74,0.7,Sawang
8/28/2021,24.86,28.19,22.85,84.31,0.6,Sawang
8/29/2021,24.37,27.78,21.3,81.48,0.61,Sawang
8/30/2021,24.3,27.18,22.35,87.18,0.93,Sawang
8/31/2021,23.91,27.41,21.17,86.25,0.72,Sawang
9/1/2021,23.8,26.66,21.42,84.48,0.53,Sawang
9/2/2021,23.28,27.45,19.5,80.4,0.64,Sawang
9/3/2021,24.07,27.97,20.4,80.72,0.66,Sawang
9/4/2021,24.24,27.24,21.92,83.33,0.78,Sawang
9/5/2021,24.9,28.97,21.57,81.94,0.74,Sawang
9/6/2021,25.22,29.1,22.77,79.76,0.7,Sawang
9/7/2021,24.86,29.28,21.79,81.95,0.99,Sawang
9/8/2021,24.21,28.6,20.62,86.04,1.17,Sawang
9/9/2021,23.76,27.77,21.57,87.44,0.67,Sawang
9/10/2021,23.89,27.58,20.5,82.33,0.61,Sawang
9/11/2021,24.26,28.21,20.95,82.76,0.66,Sawang
9/12/2021,24.1,27.75,21.21,84.14,0.78,Sawang
9/13/2021,23.95,28.33,20.04,83.22,0.67,Sawang
9/14/2021,24.26,28.38,20.44,80.16,0.88,Sawang
9/15/2021,24.41,27.33,22.31,87.51,0.93,Sawang
9/16/2021,24.88,28.89,22.43,84.27,0.75,Sawang
9/17/2021,24.62,28.28,22.37,84.89,0.81,Sawang
9/18/2021,24.5,27.86,22.65,86.6,0.82,Sawang
9/19/2021,23.82,26.71,22.3,89.35,1.06,Sawang
9/20/2021,23.91,26.84,21.41,86.84,0.86,Sawang
9/21/2021,24.67,29.42,21.07,81.44,0.77,Sawang
9/22/2021,23.69,27.73,20.55,80.77,0.61,Sawang
9/23/2021,24.21,29.2,19.56,81.46,0.79,Sawang
9/24/2021,24.85,28.84,22.11,84.55,0.75,Sawang
9/25/2021,25.11,29.25,22.89,84.13,0.72,Sawang
9/26/2021,23.96,26.5,22.01,92.07,0.66,Sawang
9/27/2021,23.98,27.48,21.46,88.82,0.81,Sawang
9/28/2021,24.58,28.74,21.82,87.42,1.05,Sawang
9/29/2021,24.09,27.39,21.64,89.4,0.74,Sawang
9/30/2021,24.22,27.34,22.26,92.62,0.96,Sawang
10/1/2021,23.78,27.16,21.38,88.5,0.38,Sawang
10/2/2021,24.21,28.42,20.88,84.33,0.67,Sawang
10/3/2021,25.1,28.8,22.79,82.45,0.69,Sawang
10/4/2021,24.75,28.89,21.75,85.77,0.94,Sawang
10/5/2021,23.89,27.04,21.84,87.81,0.84,Sawang
10/6/2021,24.03,27.85,21.35,87.36,1.29,Sawang
10/7/2021,24.31,29.37,20.74,85.75,1.35,Sawang
10/8/2021,24.58,30.04,20.33,80.15,1.09,Sawang
10/9/2021,23.91,28.09,20.5,81.74,0.92,Sawang
10/10/2021,23.77,27.87,20.68,82.74,1.17,Sawang
10/11/2021,24.11,29.36,19.84,76.53,0.97,Sawang
10/12/2021,23.98,28.2,20.17,81.59,0.88,Sawang
10/13/2021,24.23,28.64,20.47,78.9,0.77,Sawang
10/14/2021,24.44,29.14,20.49,81.61,0.63,Sawang
10/15/2021,24.4,28.87,20.51,81.89,0.64,Sawang
10/16/2021,23.94,27.98,20.48,85.97,0.83,Sawang
10/17/2021,24.1,27.21,22.3,88.49,0.9,Sawang
10/18/2021,24.84,29.18,22.08,84.54,0.69,Sawang
10/19/2021,24.48,27.33,22.93,87.96,0.56,Sawang
10/20/2021,23.53,25.9,22.15,93.24,1.03,Sawang
10/21/2021,23.95,27.16,22.19,87.96,0.76,Sawang
10/22/2021,23.83,26.41,21.88,92.05,1.04,Sawang
10/23/2021,24.03,26.79,22.17,92.23,0.97,Sawang
10/24/2021,24.43,28.42,21.69,88.29,0.97,Sawang
10/25/2021,23.96,27.02,22.34,90.64,0.98,Sawang
10/26/2021,24.17,27.52,22.11,88.66,0.7,Sawang
10/27/2021,23.47,25.33,22.01,90.13,0.66,Sawang
10/28/2021,24.18,28.02,21.19,84.89,0.68,Sawang
10/29/2021,24.59,27.15,22.39,90.23,0.61,Sawang
10/30/2021,23.52,25.16,21.78,95.64,0.99,Sawang
10/31/2021,23.35,25.81,21.67,88.66,0.67,Sawang
11/1/2021,24.02,27.59,21.42,88.56,0.92,Sawang
11/2/2021,24.2,26.7,22.62,90.3,0.74,Sawang
11/3/2021,24.02,27.25,22.29,85.32,0.56,Sawang
11/4/2021,23.44,26.9,21.62,87.35,0.83,Sawang
11/5/2021,23.55,25.08,21.97,94.94,1,Sawang
11/6/2021,23.81,25.81,22.01,93.66,0.6,Sawang
11/7/2021,23.41,25.46,21.29,93.84,0.75,Sawang
11/8/2021,23.75,25.03,22.47,92.87,0.59,Sawang
11/9/2021,23.55,26.14,21.24,89.84,0.55,Sawang
11/10/2021,23.71,26.15,22.37,87.68,0.46,Sawang
11/11/2021,23.69,26.37,21.76,84.24,0.65,Sawang
11/12/2021,23.29,26.46,21.58,88.33,0.92,Sawang
11/13/2021,23.2,26.36,20.61,90.08,1.09,Sawang
11/14/2021,23.68,28.01,20.22,86.27,0.71,Sawang
11/15/2021,24.18,28.44,21.53,88.57,0.97,Sawang
11/16/2021,24.14,26.44,22.92,90.99,0.72,Sawang
11/17/2021,22.9,24.29,21.08,94.72,0.78,Sawang
11/18/2021,23.1,26.82,20.39,88.91,0.87,Sawang
11/19/2021,24.07,28.59,20.67,87.25,0.94,Sawang
11/20/2021,24.62,28.84,21.33,85.27,0.76,Sawang
11/21/2021,23.57,25.31,21.97,90.26,0.47,Sawang
11/22/2021,24.05,26.32,22.77,88.92,0.65,Sawang
11/23/2021,23.55,26.09,21.76,92.29,0.93,Sawang
11/24/2021,23.36,25.04,22.39,94.14,0.67,Sawang
11/25/2021,22.93,24.96,21.51,88.65,0.49,Sawang
11/26/2021,23.27,26.93,19.96,79.28,0.78,Sawang
11/27/2021,23.6,26.57,21.67,86.8,0.84,Sawang
11/28/2021,22.72,24.89,21.09,91.67,0.62,Sawang
11/29/2021,22.96,24.81,21.01,92.77,0.96,Sawang
11/30/2021,22.98,27.19,19.75,89.77,0.63,Sawang
12/1/2021,23.13,25.42,21.25,91.08,0.58,Sawang
12/2/2021,22.81,24.43,21.69,88.76,0.52,Sawang
12/3/2021,22.69,24.73,21.33,90.01,0.46,Sawang
12/4/2021,23.14,25.34,21.67,92.73,0.86,Sawang
12/5/2021,22.99,25.28,21.41,93,1.23,Sawang
12/6/2021,23.01,26.23,20.98,89.39,1.04,Sawang
12/7/2021,23.14,26.76,20.91,90.55,1.04,Sawang
12/8/2021,23.78,27.53,20.96,90.23,1.17,Sawang
12/9/2021,23.47,26.1,21.65,92.79,1.28,Sawang
12/10/2021,23.53,26.58,21.62,90.99,0.89,Sawang
12/11/2021,23.47,26.82,20.51,91.38,1.1,Sawang
12/12/2021,23.53,27.02,21.25,90.32,1.17,Sawang
12/13/2021,23.25,26.82,20.27,87.56,0.93,Sawang
12/14/2021,23.75,26.93,21.53,92.71,1.11,Sawang
12/15/2021,24.2,27.64,21.95,91.23,0.98,Sawang
12/16/2021,23.98,26.81,22.26,89.79,0.63,Sawang
12/17/2021,23.57,26.42,21.78,90.22,0.5,Sawang
12/18/2021,22.99,26.02,21.37,91.91,0.88,Sawang
12/19/2021,23.37,26.61,21.27,88.28,0.68,Sawang
12/20/2021,23.52,27.35,21.12,91.21,0.95,Sawang
12/21/2021,23.59,25.92,22.1,94.72,0.81,Sawang
12/22/2021,23.83,27.36,21.35,88.39,1.02,Sawang
12/23/2021,23.23,26.84,21.07,89.86,1.18,Sawang
12/24/2021,23.13,26.79,20.57,85.15,1.02,Sawang
12/25/2021,23.51,27.41,20.73,86.67,0.87,Sawang
12/26/2021,23.42,27.13,20.63,86.38,0.86,Sawang
12/27/2021,23.2,26.98,20.24,86.58,0.8,Sawang
12/28/2021,23.47,27.36,20.12,88.25,0.96,Sawang
12/29/2021,23.57,27.62,20.05,87.25,0.97,Sawang
12/30/2021,23.69,26.95,21.03,92.57,1.17,Sawang
12/31/2021,23.19,24.75,21.79,95.16,1.53,Sawang
1/1/2022,23.18,25.28,21.73,92.92,1.33,Sawang
1/2/2022,23.26,26.09,21.66,92.19,1.35,Sawang
1/3/2022,23.38,25.85,21.43,91.92,1.23,Sawang
1/4/2022,23.4,26.11,21.13,92.92,1.01,Sawang
1/5/2022,23.7,26.8,21.65,91.39,0.94,Sawang
1/6/2022,23.58,26.6,21.5,90.92,1.11,Sawang
1/7/2022,24.12,27.77,21.15,87.67,0.79,Sawang
1/8/2022,23.93,26.72,22.1,92.58,0.93,Sawang
1/9/2022,23.96,26.22,22.41,92.57,1.07,Sawang
1/10/2022,23.77,26.17,22.36,91.9,0.86,Sawang
1/11/2022,23.33,26.29,21.25,90.29,1.13,Sawang
1/12/2022,23.74,27.6,20.64,86.04,1.03,Sawang
1/13/2022,23.16,26.7,20.75,89.78,1.25,Sawang
1/14/2022,22.93,27.18,19.1,86.95,1.14,Sawang
1/15/2022,23.45,27.6,20.31,88.03,1.1,Sawang
1/16/2022,23.65,27.27,20.74,90.37,0.98,Sawang
1/17/2022,24.05,27.43,21.89,89.66,0.68,Sawang
1/18/2022,23.44,25.69,22.01,90.02,1.01,Sawang
1/19/2022,23.97,26.69,21.56,82.89,0.67,Sawang
1/20/2022,24.07,27.45,21.84,85.03,0.86,Sawang
1/21/2022,24.2,27.83,21.88,86.81,0.86,Sawang
1/22/2022,24.29,27.86,22.29,88.22,0.84,Sawang
1/23/2022,23.37,26.04,21.71,91.76,0.99,Sawang
1/24/2022,22.88,24.8,21.75,93.3,1.02,Sawang
1/25/2022,23.72,26.48,21.93,87.95,0.73,Sawang
1/26/2022,23.9,26.56,22.05,89.29,0.92,Sawang
1/27/2022,24.43,28.44,21.37,87.36,0.77,Sawang
1/28/2022,24.58,27.92,21.62,87.61,0.84,Sawang
1/29/2022,24.72,27.89,22.61,87.22,0.81,Sawang
1/30/2022,24.14,27.52,21.77,87.81,1.05,Sawang
1/31/2022,24.11,27.86,21.64,88.91,0.91,Sawang
2/1/2022,24.5,28.04,21.85,86.46,0.76,Sawang
2/2/2022,24.49,27.87,22.14,86.67,0.82,Sawang
2/3/2022,24.5,28.22,21.93,85.86,0.7,Sawang
2/4/2022,24.5,28.05,21.7,86.2,0.9,Sawang
2/5/2022,24.03,27.42,21.63,88.38,0.98,Sawang
2/6/2022,23.37,24.82,22.27,95.83,0.88,Sawang
2/7/2022,23.07,25.47,21.55,92.04,0.69,Sawang
2/8/2022,24.06,27.99,20.71,84.41,0.7,Sawang
2/9/2022,23.03,24.56,21.82,91.29,0.77,Sawang
2/10/2022,23.65,26.93,21.25,87.63,0.78,Sawang
2/11/2022,23.88,27.29,21.47,82.5,0.86,Sawang
2/12/2022,23.79,26.97,21.79,88.18,0.69,Sawang
2/13/2022,24.11,27.97,21.45,84.8,0.8,Sawang
2/14/2022,24.15,27.22,21.91,89.27,0.79,Sawang
2/15/2022,24.2,25.97,23.03,94.26,0.78,Sawang
2/16/2022,24.51,28.42,21.64,86.28,0.64,Sawang
2/17/2022,23.93,26.32,21.86,88.9,0.43,Sawang
2/18/2022,23.94,26.97,21.49,88.13,0.64,Sawang
2/19/2022,23.87,26.31,21.37,86.89,0.54,Sawang
2/20/2022,24.33,26.78,22.83,88.12,0.69,Sawang
2/21/2022,24.16,26.94,22.63,88.82,0.71,Sawang
2/22/2022,24.28,27.77,21.8,87.45,0.81,Sawang
2/23/2022,24.37,27.91,21.87,87.7,0.69,Sawang
2/24/2022,23.68,25.4,22.16,89.57,0.76,Sawang
2/25/2022,22.71,24.58,21.11,93.28,1.43,Sawang
2/26/2022,22.89,25.05,21.63,93.71,1.37,Sawang
2/27/2022,22.93,24.09,21.92,96.11,1.78,Sawang
2/28/2022,23.65,27.06,20.94,91.31,1.14,Sawang
3/1/2022,24.06,27,22.43,92.12,0.92,Sawang
3/2/2022,24.42,27.71,22.39,89.31,0.8,Sawang
3/3/2022,23.77,26.02,22.47,91.91,0.93,Sawang
3/4/2022,24.05,27.39,21.4,84.36,0.81,Sawang
3/5/2022,22.9,25.69,21.22,89.98,0.92,Sawang
3/6/2022,23.92,28,21.24,82.49,0.8,Sawang
3/7/2022,24.03,27.54,21.31,85.41,0.48,Sawang
3/8/2022,23.73,26.51,22.25,90.86,0.85,Sawang
3/9/2022,24.65,28.29,22.27,87.18,0.61,Sawang
3/10/2022,24.29,26.97,22.55,88.17,0.58,Sawang
3/11/2022,24.12,27.94,21.64,89.53,1.01,Sawang
3/12/2022,24.49,28.07,21.64,87.08,0.87,Sawang
3/13/2022,24.74,28.46,22.17,84.69,0.86,Sawang
3/14/2022,24.59,27.15,22.77,90.95,0.86,Sawang
3/15/2022,24.57,28.25,21.51,87.2,0.83,Sawang
3/16/2022,24.4,26.51,22.61,94.19,0.9,Sawang
3/17/2022,24.5,28.04,22.29,90.47,0.79,Sawang
3/18/2022,25.07,28.54,22.33,85.37,0.64,Sawang
3/19/2022,23.84,25.46,21.87,91.09,0.69,Sawang
3/20/2022,23.98,28.2,20.83,86.26,0.87,Sawang
3/21/2022,23.41,27.36,20.36,84.53,0.87,Sawang
3/22/2022,24.03,28.52,19.62,80.48,0.7,Sawang
3/23/2022,24.38,27.95,21.66,85.69,0.69,Sawang
3/24/2022,24.1,26.12,22.39,90.21,0.69,Sawang
3/25/2022,24.04,26.44,22.13,88.5,0.74,Sawang
3/26/2022,24.16,27.17,22.1,90.06,0.89,Sawang
3/27/2022,24.36,27.21,22.48,90.46,0.9,Sawang
3/28/2022,24.29,27.15,22.27,90.44,0.94,Sawang
3/29/2022,24.3,27.67,22.13,90.21,0.89,Sawang
3/30/2022,24.38,27.72,22.21,89.49,1.03,Sawang
3/31/2022,23.79,26.31,22.02,90.59,0.9,Sawang
4/1/2022,23.87,26.39,21.85,90.96,0.87,Sawang
4/2/2022,23.91,26.72,22.08,90.37,0.84,Sawang
4/3/2022,23.21,26.2,21.43,85.35,0.84,Sawang
4/4/2022,23.79,26.81,21.54,83.47,0.65,Sawang
4/5/2022,23.59,25.22,22.12,92.08,0.84,Sawang
4/6/2022,23.57,26.65,21.58,90.61,0.94,Sawang
4/7/2022,24.06,27.69,21.72,87.62,0.8,Sawang
4/8/2022,24.1,27.42,22.27,88.71,0.87,Sawang
4/9/2022,23.79,26.31,21.81,86.62,0.7,Sawang
4/10/2022,24.86,28.72,22.42,83.8,0.93,Sawang
4/11/2022,24.81,28.81,21.88,86.55,0.89,Sawang
4/12/2022,24.75,28.2,22.24,87.84,0.87,Sawang
4/13/2022,24.84,27.07,23.12,92.15,1.09,Sawang
4/14/2022,25.36,28.84,22.96,87.92,1.06,Sawang
4/15/2022,25.1,28.72,22.27,88.05,0.96,Sawang
4/16/2022,25.27,28.44,22.91,89.04,0.99,Sawang
4/17/2022,25.2,28.85,22.63,85.81,0.82,Sawang
4/18/2022,25.6,29.29,22.66,81.99,0.74,Sawang
4/19/2022,24.99,27.89,23.08,89.28,1.08,Sawang
4/20/2022,24.69,28.26,22.37,86.67,0.83,Sawang
4/21/2022,25.07,28.14,22.95,83.83,0.69,Sawang
4/22/2022,24.79,27.14,22.65,92.36,1.18,Sawang
4/23/2022,24.67,27.11,22.75,91.9,0.83,Sawang
4/24/2022,24.89,27.44,22.43,88.11,0.62,Sawang
4/25/2022,25.41,28.43,22.83,87.75,0.74,Sawang
4/26/2022,24.81,27.56,22.38,86.09,0.53,Sawang
4/27/2022,25.36,29.16,21.81,82.11,0.71,Sawang
4/28/2022,25.8,29.42,23.31,87.19,0.86,Sawang
4/29/2022,25,28.1,22.83,90.11,0.86,Sawang
4/30/2022,25.03,28.51,22.38,87.05,0.85,Sawang
5/1/2022,25.21,28.88,22.83,87.05,0.79,Sawang
5/2/2022,24.81,28.49,22.05,88.72,0.96,Sawang
5/3/2022,24.72,27.17,23.19,88.66,0.58,Sawang
5/4/2022,24.75,29.02,21.56,86.11,0.59,Sawang
5/5/2022,25,28.97,22.35,88.62,0.64,Sawang
5/6/2022,24.63,27.07,22.65,91.02,0.64,Sawang
5/7/2022,24.7,26.93,22.82,91.81,0.45,Sawang
5/8/2022,25.27,27.77,23.33,88.29,0.6,Sawang
5/9/2022,24.69,26.71,23.34,92.89,0.58,Sawang
5/10/2022,25.16,28.86,22.66,89.57,0.62,Sawang
5/11/2022,24.91,27.87,23.12,88.31,0.41,Sawang
5/12/2022,24.81,27.73,22.78,87.99,0.56,Sawang
5/13/2022,25.08,28.99,21.77,84.58,0.86,Sawang
5/14/2022,25.16,29.12,22.01,86.96,0.87,Sawang
5/15/2022,26.03,29.6,23.49,84.61,0.77,Sawang
5/16/2022,25.62,28.74,22.64,79.57,0.54,Sawang
5/17/2022,25.4,28.44,22.51,84.81,0.67,Sawang
5/18/2022,25.13,27.9,23.03,86.46,0.72,Sawang
5/19/2022,25.16,29.23,21.5,82.82,0.95,Sawang
5/20/2022,24.62,27.34,22,83.56,0.84,Sawang
5/21/2022,24.82,28.89,20.66,80.92,1.02,Sawang
5/22/2022,24.35,28.82,20.81,86.63,0.91,Sawang
5/23/2022,24.86,28.43,21.88,86.87,0.74,Sawang
