date,curah_hujan,kecamatan
20250515,1.82,Syamtalira Bayu
20250516,32.76,Syamtalira Bayu
20250517,2.3,Syamtalira Bayu
20250518,0.75,Syamtalira Bayu
20250519,1.15,Syamtalira Bayu
20250520,0.54,Syamtalira Bayu
20250521,1.52,Syamtalira Bayu
20250522,2.42,Syamtalira Bayu
20250523,1.69,Syamtalira Bayu
20250524,2.84,Syamtalira Bayu
20250525,2.69,Syamtalira Bayu
20250526,3.75,Syamtalira Bayu
20250527,0.38,Syamtalira Bayu
20250528,0.11,Syamtalira Bayu
20250529,0.25,Syamtalira Bayu
20250530,0.36,Syamtalira Bayu
20250531,0.3,Syamtalira Bayu
20250601,0.36,Syamtalira Bayu
20250602,0.48,Syamtalira Bayu
20250603,0.67,Syamtalira Bayu
20250604,1.83,Syamtalira Bayu
20250605,25.71,Syamtalira Bayu
20250606,6.51,Syamtalira Bayu
20250607,3.86,Syamtalira Bayu
20250608,4.86,Syamtalira Bayu
20250609,14.23,Syamtalira Bayu
20250610,7.1,Syamtalira Bayu
20250611,15.37,Syamtalira Bayu
20250612,5.8,Syamtalira Bayu
20250613,0.52,Syamtalira Bayu
20250614,0.64,Syamtalira Bayu
20250615,2.98,Syamtalira Bayu
20250616,3.04,Syamtalira Bayu
20250617,1.03,Syamtalira Bayu
20250618,0.46,Syamtalira Bayu
20250619,1.27,Syamtalira Bayu
20250620,2.91,Syamtalira Bayu
20250621,2.07,Syamtalira Bayu
20250622,0.59,Syamtalira Bayu
20250623,1.94,Syamtalira Bayu
20250624,0.64,Syamtalira Bayu
20250625,0.4,Syamtalira Bayu
20250626,0.24,Syamtalira Bayu
20250627,0.17,Syamtalira Bayu
20250628,0.33,Syamtalira Bayu
20250629,0.15,Syamtalira Bayu
20250630,0.05,Syamtalira Bayu
20250701,0.25,Syamtalira Bayu
20250702,1.63,Syamtalira Bayu
20250703,1.14,Syamtalira Bayu
20250704,2.06,Syamtalira Bayu
20250705,1.56,Syamtalira Bayu
20250706,0.94,Syamtalira Bayu
20250707,1.19,Syamtalira Bayu
20250708,1.83,Syamtalira Bayu
20250709,1.86,Syamtalira Bayu
20250710,4.42,Syamtalira Bayu
20250711,4.61,Syamtalira Bayu
20250712,6.79,Syamtalira Bayu
20250713,0.84,Syamtalira Bayu
20250714,18.43,Syamtalira Bayu
20250715,3.21,Syamtalira Bayu
20250716,1.11,Syamtalira Bayu
20250717,1.02,Syamtalira Bayu
20250718,0.45,Syamtalira Bayu
20250719,1.28,Syamtalira Bayu
20250720,1.91,Syamtalira Bayu
20250721,0.39,Syamtalira Bayu
20250722,0.17,Syamtalira Bayu
20250723,0.2,Syamtalira Bayu
20250724,0.23,Syamtalira Bayu
20250725,0.07,Syamtalira Bayu
20250726,0.04,Syamtalira Bayu
20250727,0.07,Syamtalira Bayu
20250728,0.08,Syamtalira Bayu
20250729,0.14,Syamtalira Bayu
20250730,0.88,Syamtalira Bayu
20250731,1.43,Syamtalira Bayu
20250801,3.15,Syamtalira Bayu
20250802,2.14,Syamtalira Bayu
20250803,0.76,Syamtalira Bayu
20250804,0.45,Syamtalira Bayu
20250805,1.4,Syamtalira Bayu
20250806,2.76,Syamtalira Bayu
20250807,27.38,Syamtalira Bayu
20250808,4.44,Syamtalira Bayu
20250809,2.91,Syamtalira Bayu
20250810,2.6,Syamtalira Bayu
20250811,2.35,Syamtalira Bayu
20250812,2.11,Syamtalira Bayu
20250813,1.06,Syamtalira Bayu
20250814,3.4,Syamtalira Bayu
20250815,4.57,Syamtalira Bayu
20250816,1.51,Syamtalira Bayu
20250817,1.29,Syamtalira Bayu
20250818,1.13,Syamtalira Bayu
20250819,1.5,Syamtalira Bayu
20250820,0.72,Syamtalira Bayu
20250821,2.2,Syamtalira Bayu
20250822,25.56,Syamtalira Bayu
20250823,4.17,Syamtalira Bayu
20250824,0.91,Syamtalira Bayu
20250825,1.18,Syamtalira Bayu
20250826,0.51,Syamtalira Bayu
20250827,2.52,Syamtalira Bayu
20250828,2.44,Syamtalira Bayu
20250829,2.8,Syamtalira Bayu
20250830,1.43,Syamtalira Bayu
20250831,2.47,Syamtalira Bayu
20250901,3.94,Syamtalira Bayu
20250902,3.58,Syamtalira Bayu
20250903,8.29,Syamtalira Bayu
20250904,0.94,Syamtalira Bayu
20250905,0.45,Syamtalira Bayu
20250906,4.83,Syamtalira Bayu
20250907,5.23,Syamtalira Bayu
20250908,1.55,Syamtalira Bayu
20250909,1.9,Syamtalira Bayu
20250910,4.39,Syamtalira Bayu
20250911,1.52,Syamtalira Bayu
20250912,1.7,Syamtalira Bayu
20250913,1.23,Syamtalira Bayu
20250914,19.78,Syamtalira Bayu
20250915,7.08,Syamtalira Bayu
20250916,1.6,Syamtalira Bayu
20250917,0.87,Syamtalira Bayu
20250918,2.05,Syamtalira Bayu
20250919,0.41,Syamtalira Bayu
20250920,0.45,Syamtalira Bayu
20250921,0.37,Syamtalira Bayu
20250922,1.18,Syamtalira Bayu
20250923,11.49,Syamtalira Bayu
20250924,1.42,Syamtalira Bayu
20250925,0.78,Syamtalira Bayu
20250926,2.16,Syamtalira Bayu
20250927,1.43,Syamtalira Bayu
20250928,2.15,Syamtalira Bayu
20250929,3.02,Syamtalira Bayu
20250930,2.17,Syamtalira Bayu
20251001,12.42,Syamtalira Bayu
20251002,1.37,Syamtalira Bayu
20251003,4.07,Syamtalira Bayu
20251004,10.59,Syamtalira Bayu
20251005,1.92,Syamtalira Bayu
20251006,4.43,Syamtalira Bayu
20251007,6.58,Syamtalira Bayu
20251008,3.66,Syamtalira Bayu
20251009,5.17,Syamtalira Bayu
20251010,19.6,Syamtalira Bayu
20251011,4.24,Syamtalira Bayu
20251012,0.54,Syamtalira Bayu
20251013,0.59,Syamtalira Bayu
20251014,1.79,Syamtalira Bayu
20251015,4.28,Syamtalira Bayu
20251016,3.79,Syamtalira Bayu
20251017,1.59,Syamtalira Bayu
20251018,25.81,Syamtalira Bayu
20251019,86.88,Syamtalira Bayu
20251020,6.02,Syamtalira Bayu
20251021,1.4,Syamtalira Bayu
20251022,2.82,Syamtalira Bayu
20251023,31.76,Syamtalira Bayu
20251024,7.46,Syamtalira Bayu
20251025,4.2,Syamtalira Bayu
20251026,5.57,Syamtalira Bayu
20251027,4.14,Syamtalira Bayu
20251028,2.04,Syamtalira Bayu
20251029,12.07,Syamtalira Bayu
20251030,25.18,Syamtalira Bayu
20251031,2.96,Syamtalira Bayu
20251101,2.45,Syamtalira Bayu
20251102,2.33,Syamtalira Bayu
20251103,17.43,Syamtalira Bayu
20251104,1.33,Syamtalira Bayu
20251105,1.18,Syamtalira Bayu
20251106,4.61,Syamtalira Bayu
20251107,2.44,Syamtalira Bayu
20251108,2.12,Syamtalira Bayu
20251109,3.1,Syamtalira Bayu
20251110,30.03,Syamtalira Bayu
20251111,7.13,Syamtalira Bayu
20251112,27.55,Syamtalira Bayu
20251113,50.41,Syamtalira Bayu
20251114,6.58,Syamtalira Bayu
20251115,5.31,Syamtalira Bayu
20251116,6.42,Syamtalira Bayu
20251117,2.25,Syamtalira Bayu
20251118,4.71,Syamtalira Bayu
20251119,83.28,Syamtalira Bayu
20251120,15.36,Syamtalira Bayu
20251121,60.17,Syamtalira Bayu
20251122,64.69,Syamtalira Bayu
20251123,31.35,Syamtalira Bayu
20251124,56.0,Syamtalira Bayu
20251125,122.29,Syamtalira Bayu
20251126,155.83,Syamtalira Bayu
20251127,25.37,Syamtalira Bayu
20251128,9.06,Syamtalira Bayu
20251129,0.08,Syamtalira Bayu
20251130,0.1,Syamtalira Bayu
20251201,0.69,Syamtalira Bayu
20251202,2.07,Syamtalira Bayu
20251203,1.39,Syamtalira Bayu
20251204,0.23,Syamtalira Bayu
20251205,1.12,Syamtalira Bayu
20251206,32.15,Syamtalira Bayu
20251207,17.39,Syamtalira Bayu
20251208,0.58,Syamtalira Bayu
20251209,0.05,Syamtalira Bayu
20251210,0.01,Syamtalira Bayu
20251211,2.5,Syamtalira Bayu
20251212,0.73,Syamtalira Bayu
20251213,15.82,Syamtalira Bayu
20251214,28.71,Syamtalira Bayu
20251215,10.09,Syamtalira Bayu
20251216,20.67,Syamtalira Bayu
20251217,16.05,Syamtalira Bayu
20251218,5.93,Syamtalira Bayu
20251219,1.79,Syamtalira Bayu
20251220,1.01,Syamtalira Bayu
20251221,0.6,Syamtalira Bayu
20251222,0.24,Syamtalira Bayu
20251223,0.63,Syamtalira Bayu
20251224,6.05,Syamtalira Bayu
20251225,0.27,Syamtalira Bayu
20251226,1.15,Syamtalira Bayu
20251227,2.0,Syamtalira Bayu
20251228,9.05,Syamtalira Bayu
20251229,2.23,Syamtalira Bayu
20251230,1.86,Syamtalira Bayu
20251231,0.49,Syamtalira Bayu
20200101,0.02,Syamtalira Aron
20200102,0.05,Syamtalira Aron
20200103,0.02,Syamtalira Aron
20200104,0.15,Syamtalira Aron
20200105,0.08,Syamtalira Aron
20200106,1.79,Syamtalira Aron
20200107,0.22,Syamtalira Aron
20200108,0.01,Syamtalira Aron
20200109,0.88,Syamtalira Aron
20200110,0.62,Syamtalira Aron
20200111,0.07,Syamtalira Aron
20200112,0.11,Syamtalira Aron
20200113,3.94,Syamtalira Aron
20200114,2.15,Syamtalira Aron
20200115,1.23,Syamtalira Aron
20200116,0.63,Syamtalira Aron
20200117,0.83,Syamtalira Aron
20200118,0.04,Syamtalira Aron
20200119,11.08,Syamtalira Aron
20200120,17.73,Syamtalira Aron
20200121,3.22,Syamtalira Aron
20200122,9.65,Syamtalira Aron
20200123,1.21,Syamtalira Aron
20200124,14.36,Syamtalira Aron
20200125,4.6,Syamtalira Aron
20200126,0.1,Syamtalira Aron
20200127,1.02,Syamtalira Aron
20200128,12.03,Syamtalira Aron
20200129,9.02,Syamtalira Aron
20200130,0.2,Syamtalira Aron
20200131,0.17,Syamtalira Aron
20200201,0.16,Syamtalira Aron
20200202,8.66,Syamtalira Aron
20200203,0.19,Syamtalira Aron
20200204,0.08,Syamtalira Aron
20200205,0.01,Syamtalira Aron
20200206,6.37,Syamtalira Aron
20200207,5.69,Syamtalira Aron
20200208,0.21,Syamtalira Aron
20200209,0.01,Syamtalira Aron
20200210,11.28,Syamtalira Aron
20200211,6.15,Syamtalira Aron
20200212,0.81,Syamtalira Aron
20200213,29.76,Syamtalira Aron
20200214,7.29,Syamtalira Aron
20200215,6.05,Syamtalira Aron
20200216,3.63,Syamtalira Aron
20200217,0.17,Syamtalira Aron
20200218,1.6,Syamtalira Aron
20200219,1.41,Syamtalira Aron
20200220,0.02,Syamtalira Aron
20200221,0.39,Syamtalira Aron
20200222,1.01,Syamtalira Aron
20200223,1.2,Syamtalira Aron
20200224,0.05,Syamtalira Aron
20200225,3.12,Syamtalira Aron
20200226,1.15,Syamtalira Aron
20200227,7.22,Syamtalira Aron
20200228,8.33,Syamtalira Aron
20200229,0.2,Syamtalira Aron
20200301,1.95,Syamtalira Aron
20200302,0.14,Syamtalira Aron
20200303,0.14,Syamtalira Aron
20200304,0.11,Syamtalira Aron
20200305,6.54,Syamtalira Aron
20200306,2.08,Syamtalira Aron
20200307,0.19,Syamtalira Aron
20200308,0.38,Syamtalira Aron
20200309,0.29,Syamtalira Aron
20200310,9.06,Syamtalira Aron
20200311,3.12,Syamtalira Aron
20200312,4.35,Syamtalira Aron
20200313,0.15,Syamtalira Aron
20200314,0.06,Syamtalira Aron
20200315,11.65,Syamtalira Aron
20200316,3.54,Syamtalira Aron
20200317,1.91,Syamtalira Aron
20200318,0.24,Syamtalira Aron
20200319,0.01,Syamtalira Aron
20200320,0.02,Syamtalira Aron
20200321,0.13,Syamtalira Aron
20200322,0.48,Syamtalira Aron
20200323,0.42,Syamtalira Aron
20200324,0.07,Syamtalira Aron
20200325,2.32,Syamtalira Aron
20200326,27.47,Syamtalira Aron
20200327,0.59,Syamtalira Aron
20200328,0.39,Syamtalira Aron
20200329,10.07,Syamtalira Aron
20200330,5.79,Syamtalira Aron
20200331,1.66,Syamtalira Aron
20200401,1.9,Syamtalira Aron
20200402,0.39,Syamtalira Aron
20200403,0.69,Syamtalira Aron
20200404,1.47,Syamtalira Aron
20200405,5.52,Syamtalira Aron
20200406,28.31,Syamtalira Aron
20200407,19.27,Syamtalira Aron
20200408,1.79,Syamtalira Aron
20200409,13.41,Syamtalira Aron
20200410,1.4,Syamtalira Aron
20200411,0.24,Syamtalira Aron
20200412,3.47,Syamtalira Aron
20200413,86.97,Syamtalira Aron
20200414,13.1,Syamtalira Aron
20200415,0.55,Syamtalira Aron
20200416,13.42,Syamtalira Aron
20200417,69.21,Syamtalira Aron
20200418,0.66,Syamtalira Aron
20200419,6.68,Syamtalira Aron
20200420,0.78,Syamtalira Aron
20200421,1.95,Syamtalira Aron
20200422,5.89,Syamtalira Aron
20200423,5.75,Syamtalira Aron
20200424,1.54,Syamtalira Aron
20200425,6.22,Syamtalira Aron
20200426,22.04,Syamtalira Aron
20200427,3.96,Syamtalira Aron
20200428,11.78,Syamtalira Aron
20200429,9.66,Syamtalira Aron
20200430,11.15,Syamtalira Aron
20200501,6.36,Syamtalira Aron
20200502,24.0,Syamtalira Aron
20200503,21.83,Syamtalira Aron
20200504,15.42,Syamtalira Aron
20200505,13.08,Syamtalira Aron
20200506,5.23,Syamtalira Aron
20200507,33.58,Syamtalira Aron
20200508,69.7,Syamtalira Aron
20200509,54.9,Syamtalira Aron
20200510,45.7,Syamtalira Aron
20200511,32.42,Syamtalira Aron
20200512,2.51,Syamtalira Aron
20200513,19.04,Syamtalira Aron
20200514,22.22,Syamtalira Aron
20200515,10.71,Syamtalira Aron
20200516,21.17,Syamtalira Aron
20200517,3.76,Syamtalira Aron
20200518,1.76,Syamtalira Aron
20200519,29.22,Syamtalira Aron
20200520,3.46,Syamtalira Aron
20200521,0.49,Syamtalira Aron
20200522,4.55,Syamtalira Aron
20200523,1.59,Syamtalira Aron
20200524,1.46,Syamtalira Aron
20200525,6.06,Syamtalira Aron
20200526,2.19,Syamtalira Aron
20200527,0.14,Syamtalira Aron
20200528,21.97,Syamtalira Aron
20200529,16.72,Syamtalira Aron
20200530,0.15,Syamtalira Aron
20200531,1.58,Syamtalira Aron
20200601,15.14,Syamtalira Aron
20200602,8.51,Syamtalira Aron
20200603,1.58,Syamtalira Aron
20200604,6.52,Syamtalira Aron
20200605,2.22,Syamtalira Aron
20200606,0.42,Syamtalira Aron
20200607,0.52,Syamtalira Aron
20200608,0.38,Syamtalira Aron
20200609,0.23,Syamtalira Aron
20200610,0.25,Syamtalira Aron
20200611,18.99,Syamtalira Aron
20200612,4.94,Syamtalira Aron
20200613,0.27,Syamtalira Aron
20200614,0.49,Syamtalira Aron
20200615,19.23,Syamtalira Aron
20200616,3.2,Syamtalira Aron
20200617,0.96,Syamtalira Aron
20200618,1.62,Syamtalira Aron
20200619,0.8,Syamtalira Aron
20200620,22.07,Syamtalira Aron
20200621,13.01,Syamtalira Aron
20200622,12.41,Syamtalira Aron
20200623,0.77,Syamtalira Aron
20200624,3.92,Syamtalira Aron
20200625,13.75,Syamtalira Aron
20200626,4.3,Syamtalira Aron
20200627,0.08,Syamtalira Aron
20200628,0.04,Syamtalira Aron
20200629,0.04,Syamtalira Aron
20200630,9.17,Syamtalira Aron
20200701,9.71,Syamtalira Aron
20200702,0.22,Syamtalira Aron
20200703,0.23,Syamtalira Aron
20200704,0.59,Syamtalira Aron
20200705,22.47,Syamtalira Aron
20200706,3.12,Syamtalira Aron
20200707,4.88,Syamtalira Aron
20200708,3.17,Syamtalira Aron
20200709,0.23,Syamtalira Aron
20200710,4.51,Syamtalira Aron
20200711,2.83,Syamtalira Aron
20200712,1.42,Syamtalira Aron
20200713,0.73,Syamtalira Aron
20200714,0.08,Syamtalira Aron
20200715,2.12,Syamtalira Aron
20200716,4.68,Syamtalira Aron
20200717,16.79,Syamtalira Aron
20200718,2.27,Syamtalira Aron
20200719,2.79,Syamtalira Aron
20200720,2.2,Syamtalira Aron
20200721,14.12,Syamtalira Aron
20200722,8.69,Syamtalira Aron
20200723,7.58,Syamtalira Aron
20200724,2.62,Syamtalira Aron
20200725,8.63,Syamtalira Aron
20200726,31.82,Syamtalira Aron
20200727,37.2,Syamtalira Aron
20200728,41.8,Syamtalira Aron
20200729,3.83,Syamtalira Aron
20200730,1.69,Syamtalira Aron
20200731,2.25,Syamtalira Aron
20200801,0.94,Syamtalira Aron
20200802,0.62,Syamtalira Aron
20200803,0.89,Syamtalira Aron
20200804,0.44,Syamtalira Aron
20200805,0.02,Syamtalira Aron
20200806,0.03,Syamtalira Aron
20200807,0.1,Syamtalira Aron
20200808,1.44,Syamtalira Aron
20200809,0.4,Syamtalira Aron
20200810,3.26,Syamtalira Aron
20200811,0.27,Syamtalira Aron
20200812,0.92,Syamtalira Aron
20200813,0.59,Syamtalira Aron
20200814,0.01,Syamtalira Aron
20200815,0.01,Syamtalira Aron
20200816,0.01,Syamtalira Aron
20200817,0.02,Syamtalira Aron
20200818,0.19,Syamtalira Aron
20200819,0.29,Syamtalira Aron
20200820,0.98,Syamtalira Aron
20200821,1.15,Syamtalira Aron
20200822,2.71,Syamtalira Aron
20200823,6.99,Syamtalira Aron
20200824,7.95,Syamtalira Aron
20200825,5.92,Syamtalira Aron
20200826,1.2,Syamtalira Aron
20200827,1.27,Syamtalira Aron
20200828,5.52,Syamtalira Aron
20200829,12.98,Syamtalira Aron
20200830,1.16,Syamtalira Aron
20200831,16.89,Syamtalira Aron
20200901,8.92,Syamtalira Aron
20200902,0.24,Syamtalira Aron
20200903,1.57,Syamtalira Aron
20200904,0.58,Syamtalira Aron
20200905,9.48,Syamtalira Aron
20200906,4.63,Syamtalira Aron
20200907,1.66,Syamtalira Aron
20200908,10.13,Syamtalira Aron
20200909,5.64,Syamtalira Aron
20200910,7.78,Syamtalira Aron
20200911,5.92,Syamtalira Aron
20200912,3.15,Syamtalira Aron
20200913,2.17,Syamtalira Aron
20200914,2.9,Syamtalira Aron
20200915,1.31,Syamtalira Aron
20200916,0.79,Syamtalira Aron
20200917,1.13,Syamtalira Aron
20200918,3.45,Syamtalira Aron
20200919,3.54,Syamtalira Aron
20200920,1.64,Syamtalira Aron
20200921,0.51,Syamtalira Aron
20200922,0.23,Syamtalira Aron
20200923,3.61,Syamtalira Aron
20200924,27.15,Syamtalira Aron
20200925,1.46,Syamtalira Aron
20200926,1.72,Syamtalira Aron
20200927,0.08,Syamtalira Aron
20200928,0.65,Syamtalira Aron
20200929,0.69,Syamtalira Aron
20200930,3.73,Syamtalira Aron
20201001,12.59,Syamtalira Aron
20201002,3.29,Syamtalira Aron
20201003,1.71,Syamtalira Aron
20201004,7.91,Syamtalira Aron
20201005,1.6,Syamtalira Aron
20201006,10.82,Syamtalira Aron
20201007,7.59,Syamtalira Aron
20201008,2.39,Syamtalira Aron
20201009,4.72,Syamtalira Aron
20201010,14.27,Syamtalira Aron
20201011,2.76,Syamtalira Aron
20201012,13.71,Syamtalira Aron
20201013,7.52,Syamtalira Aron
20201014,3.39,Syamtalira Aron
20201015,1.71,Syamtalira Aron
20201016,1.37,Syamtalira Aron
20201017,7.83,Syamtalira Aron
20201018,2.15,Syamtalira Aron
20201019,15.89,Syamtalira Aron
20201020,10.19,Syamtalira Aron
20201021,0.31,Syamtalira Aron
20201022,2.09,Syamtalira Aron
20201023,8.51,Syamtalira Aron
20201024,4.76,Syamtalira Aron
20201025,4.9,Syamtalira Aron
20201026,1.24,Syamtalira Aron
20201027,0.61,Syamtalira Aron
20201028,0.22,Syamtalira Aron
20201029,2.21,Syamtalira Aron
20201030,2.44,Syamtalira Aron
20201031,2.52,Syamtalira Aron
20201101,1.25,Syamtalira Aron
20201102,10.28,Syamtalira Aron
20201103,10.17,Syamtalira Aron
20201104,6.56,Syamtalira Aron
20201105,1.03,Syamtalira Aron
20201106,45.72,Syamtalira Aron
20201107,14.16,Syamtalira Aron
20201108,6.11,Syamtalira Aron
20201109,6.15,Syamtalira Aron
20201110,5.72,Syamtalira Aron
20201111,4.93,Syamtalira Aron
20201112,6.22,Syamtalira Aron
20201113,31.36,Syamtalira Aron
20201114,6.82,Syamtalira Aron
20201115,17.1,Syamtalira Aron
20201116,2.35,Syamtalira Aron
20201117,16.29,Syamtalira Aron
20201118,24.92,Syamtalira Aron
20201119,8.04,Syamtalira Aron
20201120,12.66,Syamtalira Aron
20201121,9.64,Syamtalira Aron
20201122,7.88,Syamtalira Aron
20201123,5.93,Syamtalira Aron
20201124,3.32,Syamtalira Aron
20201125,8.84,Syamtalira Aron
20201126,13.35,Syamtalira Aron
20201127,16.03,Syamtalira Aron
20201128,5.37,Syamtalira Aron
20201129,1.05,Syamtalira Aron
20201130,1.44,Syamtalira Aron
20201201,16.33,Syamtalira Aron
20201202,30.53,Syamtalira Aron
20201203,5.76,Syamtalira Aron
20201204,69.18,Syamtalira Aron
20201205,54.94,Syamtalira Aron
20201206,9.1,Syamtalira Aron
20201207,4.07,Syamtalira Aron
20201208,2.08,Syamtalira Aron
20201209,0.9,Syamtalira Aron
20201210,10.78,Syamtalira Aron
20201211,9.45,Syamtalira Aron
20201212,23.52,Syamtalira Aron
20201213,6.22,Syamtalira Aron
20201214,12.04,Syamtalira Aron
20201215,8.65,Syamtalira Aron
20201216,26.0,Syamtalira Aron
20201217,8.44,Syamtalira Aron
20201218,2.7,Syamtalira Aron
20201219,2.8,Syamtalira Aron
20201220,13.24,Syamtalira Aron
20201221,15.38,Syamtalira Aron
20201222,6.62,Syamtalira Aron
20201223,0.93,Syamtalira Aron
20201224,1.11,Syamtalira Aron
20201225,7.22,Syamtalira Aron
20201226,5.57,Syamtalira Aron
20201227,0.9,Syamtalira Aron
20201228,9.01,Syamtalira Aron
20201229,0.6,Syamtalira Aron
20201230,1.71,Syamtalira Aron
20201231,3.01,Syamtalira Aron
20210101,15.97,Syamtalira Aron
20210102,20.14,Syamtalira Aron
20210103,15.47,Syamtalira Aron
20210104,10.88,Syamtalira Aron
20210105,10.59,Syamtalira Aron
20210106,0.76,Syamtalira Aron
20210107,3.46,Syamtalira Aron
20210108,4.63,Syamtalira Aron
20210109,4.29,Syamtalira Aron
20210110,10.12,Syamtalira Aron
20210111,9.87,Syamtalira Aron
20210112,14.74,Syamtalira Aron
20210113,21.5,Syamtalira Aron
20210114,4.31,Syamtalira Aron
20210115,10.85,Syamtalira Aron
20210116,22.24,Syamtalira Aron
20210117,9.72,Syamtalira Aron
20210118,4.14,Syamtalira Aron
20210119,4.85,Syamtalira Aron
20210120,7.46,Syamtalira Aron
20210121,0.1,Syamtalira Aron
20210122,0.88,Syamtalira Aron
20210123,0.17,Syamtalira Aron
20210124,6.64,Syamtalira Aron
20210125,4.04,Syamtalira Aron
20210126,0.55,Syamtalira Aron
20210127,2.31,Syamtalira Aron
20210128,1.17,Syamtalira Aron
20210129,1.0,Syamtalira Aron
20210130,0.68,Syamtalira Aron
20210131,0.72,Syamtalira Aron
20210201,2.8,Syamtalira Aron
20210202,7.19,Syamtalira Aron
20210203,1.89,Syamtalira Aron
20210204,0.15,Syamtalira Aron
20210205,0.5,Syamtalira Aron
20210206,4.14,Syamtalira Aron
20210207,3.09,Syamtalira Aron
20210208,0.61,Syamtalira Aron
20210209,27.81,Syamtalira Aron
20210210,10.62,Syamtalira Aron
20210211,2.15,Syamtalira Aron
20210212,0.36,Syamtalira Aron
20210213,17.62,Syamtalira Aron
20210214,3.03,Syamtalira Aron
20210215,0.1,Syamtalira Aron
20210216,0.0,Syamtalira Aron
20210217,0.0,Syamtalira Aron
20210218,0.0,Syamtalira Aron
20210219,0.04,Syamtalira Aron
20210220,0.8,Syamtalira Aron
20210221,0.12,Syamtalira Aron
20210222,0.05,Syamtalira Aron
20210223,0.03,Syamtalira Aron
20210224,0.56,Syamtalira Aron
20210225,0.68,Syamtalira Aron
20210226,0.1,Syamtalira Aron
20210227,0.01,Syamtalira Aron
20210228,0.0,Syamtalira Aron
20210301,0.03,Syamtalira Aron
20210302,0.57,Syamtalira Aron
20210303,5.47,Syamtalira Aron
20210304,5.25,Syamtalira Aron
20210305,2.36,Syamtalira Aron
20210306,6.2,Syamtalira Aron
20210307,5.88,Syamtalira Aron
20210308,0.71,Syamtalira Aron
20210309,1.79,Syamtalira Aron
20210310,3.33,Syamtalira Aron
20210311,0.1,Syamtalira Aron
20210312,27.32,Syamtalira Aron
20210313,12.94,Syamtalira Aron
20210314,3.72,Syamtalira Aron
20210315,7.89,Syamtalira Aron
20210316,4.75,Syamtalira Aron
20210317,2.11,Syamtalira Aron
20210318,3.55,Syamtalira Aron
20210319,3.49,Syamtalira Aron
20210320,0.35,Syamtalira Aron
20210321,0.27,Syamtalira Aron
20210322,3.63,Syamtalira Aron
20210323,19.25,Syamtalira Aron
20210324,2.84,Syamtalira Aron
20210325,7.46,Syamtalira Aron
20210326,21.48,Syamtalira Aron
20210327,12.99,Syamtalira Aron
20210328,30.31,Syamtalira Aron
20210329,24.9,Syamtalira Aron
20210330,4.89,Syamtalira Aron
20210331,8.71,Syamtalira Aron
20210401,8.43,Syamtalira Aron
20210402,7.09,Syamtalira Aron
20210403,7.33,Syamtalira Aron
20210404,36.89,Syamtalira Aron
20210405,12.03,Syamtalira Aron
20210406,25.43,Syamtalira Aron
20210407,23.19,Syamtalira Aron
20210408,0.56,Syamtalira Aron
20210409,0.23,Syamtalira Aron
20210410,2.49,Syamtalira Aron
20210411,1.68,Syamtalira Aron
20210412,2.89,Syamtalira Aron
20210413,3.62,Syamtalira Aron
20210414,4.76,Syamtalira Aron
20210415,2.57,Syamtalira Aron
20210416,1.48,Syamtalira Aron
20210417,0.44,Syamtalira Aron
20210418,0.55,Syamtalira Aron
20210419,3.11,Syamtalira Aron
20210420,0.09,Syamtalira Aron
20210421,0.07,Syamtalira Aron
20210422,0.78,Syamtalira Aron
20210423,2.05,Syamtalira Aron
20210424,4.37,Syamtalira Aron
20210425,1.18,Syamtalira Aron
20210426,1.06,Syamtalira Aron
20210427,0.81,Syamtalira Aron
20210428,6.06,Syamtalira Aron
20210429,2.06,Syamtalira Aron
20210430,3.62,Syamtalira Aron
20210501,1.13,Syamtalira Aron
20210502,1.24,Syamtalira Aron
20210503,1.22,Syamtalira Aron
20210504,3.95,Syamtalira Aron
20210505,4.37,Syamtalira Aron
20210506,5.76,Syamtalira Aron
20210507,3.3,Syamtalira Aron
20210508,6.4,Syamtalira Aron
20210509,0.57,Syamtalira Aron
20210510,0.12,Syamtalira Aron
20210511,0.36,Syamtalira Aron
20210512,1.33,Syamtalira Aron
20210513,5.51,Syamtalira Aron
20210514,6.92,Syamtalira Aron
20210515,10.11,Syamtalira Aron
20210516,6.13,Syamtalira Aron
20210517,9.84,Syamtalira Aron
20210518,2.33,Syamtalira Aron
20210519,0.5,Syamtalira Aron
20210520,12.81,Syamtalira Aron
20210521,5.9,Syamtalira Aron
20210522,0.04,Syamtalira Aron
20210523,0.04,Syamtalira Aron
20210524,0.04,Syamtalira Aron
20210525,21.16,Syamtalira Aron
20210526,12.03,Syamtalira Aron
20210527,11.07,Syamtalira Aron
20210528,1.18,Syamtalira Aron
20210529,1.58,Syamtalira Aron
20210530,1.24,Syamtalira Aron
20210531,10.45,Syamtalira Aron
20210601,4.64,Syamtalira Aron
20210602,1.73,Syamtalira Aron
20210603,2.14,Syamtalira Aron
20210604,132.46,Syamtalira Aron
20210605,4.19,Syamtalira Aron
20210606,3.89,Syamtalira Aron
20210607,3.77,Syamtalira Aron
20210608,0.33,Syamtalira Aron
20210609,0.73,Syamtalira Aron
20210610,0.59,Syamtalira Aron
20210611,1.31,Syamtalira Aron
20210612,1.78,Syamtalira Aron
20210613,1.31,Syamtalira Aron
20210614,0.86,Syamtalira Aron
20210615,0.7,Syamtalira Aron
20210616,0.07,Syamtalira Aron
